case_id,multi_poly,eia_id,p_state,p_county,ylat,xlong,p_area,p_img_date,p_dig_conf,p_name,p_year,p_pwr_reg,p_tech_pri,p_tech_sec,p_axis,p_azimuth,p_tilt,p_battery,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
401476,multi,60058,AL,Lauderdale,34.833813,-87.838258,1735134,20210221,4,"River Bend Solar, LLC",2016,TVA,PV,c-si,single-axis,180,0,,75,100.2,greenfield,non-agrivoltaic,-0.255342
401865,multi,60679,AL,Dale,31.332202,-85.730144,187820,20211023,4,Fort Rucker Solar Array,2017,SOCO,PV,thin-film,single-axis,180,20,,10.6,12.7,greenfield,non-agrivoltaic,-0.04623
401866,multi,60680,AL,Calhoun,33.626383,-85.939984,39717,20210415,4,ANAD Solar Array,2017,SOCO,PV,thin-film,fixed-tilt,180,20,,7.4,9.7,greenfield,non-agrivoltaic,3.695493
402674,multi,61901,AL,Madison,34.611222,-86.624293,194595,20201209,4,Redstone Arsenal Hybrid,2017,TVA,PV,c-si,single-axis,180,0,batteries,10,12.5,superfund,non-agrivoltaic,-0.117882
401807,multi,60583,AL,Chambers,32.871904,-85.39706,1881927,20210307,4,Lafayette Solar Farm,2017,SOCO,PV,c-si,single-axis,180,0,,79.2,116.9,greenfield,non-agrivoltaic,-0.162774
402688,multi,61924,AL,Limestone,34.951948,-86.866187,390405,20210114,4,"Cumblerland Land Holdings, LLC",2018,TVA,PV,thin-film,single-axis,180,0,,15.9,20,greenfield,grazing,-0.393456
403007,multi,62462,AL,Colbert,34.766082,-87.9202,5766348,20220214,4,Muscle Shoals,2021,TVA,PV,thin-film,single-axis,180,,,227,294,greenfield,non-agrivoltaic,-0.398613
401345,multi,59862,AL,Russell,32.30477,-84.991003,472484,20220321,4,Fort Benning Solar Facility,2015,SOCO,PV,c-si,fixed-tilt,180,20,,30,41.5,greenfield,non-agrivoltaic,0.382069
404620,multi,63765,AL,Montgomery,32.202311,-86.325071,1445346,20230214,4,Black Bear Solar 1,2020,SOCO,PV,thin-film,single-axis,180,,,100,130,greenfield,non-agrivoltaic,0.38839
404683,multi,64469,AL,Covington,31.007337,-86.593864,2009738,20231002,4,OE_ALD,2020,SOCO,PV,,single-axis,180,,,80,80,greenfield,non-agrivoltaic,-0.635463
404922,multi,65963,AZ,Maricopa,33.355906,-112.915082,2257477,20240219,4,"Mesquite Solar 5, LLC",2022,AZPS,PV,,single-axis,180,,batteries,60,60,greenfield,non-agrivoltaic,-0.915714
401622,single,60308,AZ,Maricopa,33.340897,-112.950747,3536603,20210302,4,"Mesquite Solar 3, LLC",2016,CISO,PV,c-si,single-axis,180,0,,154,210,greenfield,non-agrivoltaic,-0.220783
400125,single,57318,AZ,Pinal,33.158993,-111.481623,408286,20220209,4,"Poseidon Solar, LLC",2011,SRP,PV,c-si,single-axis,180,0,,20,23.7,greenfield,non-agrivoltaic,-0.248993
400201,single,57560,AZ,Yavapai,34.724115,-112.432264,552527,20211217,4,Chino Solar Valley,2012,AZPS,PV,c-si,single-axis,180,0,,19,21,greenfield,non-agrivoltaic,-0.673576
400401,multi,58147,AZ,Yavapai,34.689322,-112.402614,277805,20211213,4,Prescott Solar Plant,2011,AZPS,PV,c-si,single-axis,180,0,,10.4,11.7,greenfield,non-agrivoltaic,-0.586528
400374,single,58042,AZ,Mohave,35.022825,-114.162449,217559,20210624,4,"Black Mountain Solar, LLC",2012,AZPS,PV,c-si,single-axis,180,0,,9,10,greenfield,non-agrivoltaic,-0.504989
400437,single,58262,AZ,Maricopa,33.49817,-112.813276,364331,20210330,4,Badger 1,2013,AZPS,PV,c-si,single-axis,180,0,,14.8,19.3,greenfield,non-agrivoltaic,-0.356487
401075,single,59454,AZ,Pima,32.145812,-110.87957,274954,20220916,4,Valencia Solar,2013,TEPC,PV,c-si,single-axis,180,0,,9,12.7,greenfield,non-agrivoltaic,-0.500222
400148,multi,57373,AZ,Yuma,32.981357,-113.498003,7321254,20210812,4,Agua Caliente Solar Project,2014,CISO,PV,thin-film,fixed-tilt,195,15,,290,398.6,greenfield,non-agrivoltaic,-0.325334
400857,multi,59044,AZ,Santa Cruz,31.494163,-111.006063,92813,20210511,4,Rio Rico Solar,2014,TEPC,PV,c-si,fixed-tilt,180,25,,6,7.2,greenfield,non-agrivoltaic,0.164725
401479,single,60062,AZ,Pima,32.042663,-110.959069,438244,20211116,4,Avalon Solar II,2016,TEPC,PV,c-si,single-axis,180,0,,16,21.5,greenfield,non-agrivoltaic,-0.439419
400939,single,59168,AZ,Pima,32.03087,-110.958585,760619,20201214,4,Avalon Solar,2014,TEPC,PV,c-si,single-axis,180,0,,29,35,greenfield,non-agrivoltaic,-0.503916
400845,single,59020,AZ,Maricopa,32.948588,-112.769774,1024980,20201125,4,Gila Bend Hybrid,2014,AZPS,PV,c-si,single-axis,180,0,batteries,37.12,51,greenfield,non-agrivoltaic,-0.424638
401069,multi,59444,AZ,Maricopa,33.144218,-112.661591,278308,20220205,4,Desert Star Hybrid,2015,AZPS,PV,c-si,single-axis,180,0,batteries,11.2,15.6,greenfield,non-agrivoltaic,-0.29125
400128,multi,57324,AZ,Maricopa,33.52506,-112.382458,269322,20220315,4,Luke Solar,2015,AZPS,PV,c-si,single-axis,180,0,,11.2,15.6,greenfield,non-agrivoltaic,-0.251626
400203,multi,57562,AZ,Maricopa,33.020959,-112.661797,502334,20191015,1,Paloma Solar Hybrid,2011,AZPS,PV,thin-film,fixed-tilt,190,25,batteries,17.6,22.5,greenfield,non-agrivoltaic,-0.529854
400289,multi,57790,AZ,Yavapai,34.587837,-113.175721,382216,20220519,4,"RE Bagdad Solar I, LLC",2011,AZPS,PV,c-si,single-axis,180,0,,15,16.6,AML,non-agrivoltaic,-0.558667
400416,single,58213,AZ,Maricopa,33.381248,-113.18452,439241,20210914,4,Saddle Mountain Solar I,2012,AZPS,PV,c-si,single-axis,181,0,,15,16.9,greenfield,non-agrivoltaic,-0.663656
400552,multi,58486,AZ,Pima,32.370827,-111.238244,638610,20220120,4,"Picture Rocks Solar, LLC",2012,TEPC,PV,c-si,single-axis,180,0,,20,25.3,greenfield,non-agrivoltaic,-0.639464
400226,single,57657,AZ,Pima,32.371832,-111.283242,811849,20220310,4,Avra Valley Solar,2013,TEPC,PV,thin-film,single-axis,180,0,,26.46,26.5,greenfield,non-agrivoltaic,-0.787256
401076,multi,59455,AZ,Pima,32.099647,-110.81571,128673,20210217,4,Tech Park Solar,2012,TEPC,PV,thin-film,fixed-tilt,180,0,,5.1,6.6,greenfield,non-agrivoltaic,-0.392101
400250,multi,57707,AZ,Maricopa,33.345446,-112.923848,2740776,20220218,4,Mesquite Solar 1,2012,CISO,PV,c-si,fixed-tilt,180,20,,170,235.1,greenfield,non-agrivoltaic,0.338528
400349,single,57997,AZ,Yuma,32.6395,-114.431353,1291273,20220218,4,Foothills Solar Plant Hybrid,2013,AZPS,PV,c-si,single-axis,180,0,batteries,37.44,52,greenfield,non-agrivoltaic,-0.625626
400240,multi,57680,AZ,Maricopa,33.298671,-112.827225,3315504,20210330,4,Arlington Valley Solar Energy II,2013,AZPS,PV,c-si,single-axis,180,0,,129,174.9,greenfield,non-agrivoltaic,-0.361182
400014,multi,8223,AZ,Apache,34.294474,-109.27154,377464,20220602,4,Springerville,2014,TEPC,PV,"c-si,thin-film,cpv","fixed-tilt,single-axis",180,17,,13.62,16.4,greenfield,non-agrivoltaic,-0.558308
401214,multi,59634,AZ,Pinal,33.041452,-111.451962,1122685,20220310,4,Sandstone Solar,2015,SRP,PV,c-si,single-axis,180,0,,45,57.5,greenfield,non-agrivoltaic,-0.393723
401311,single,59819,AZ,Mohave,34.983955,-114.55634,74954,20220103,4,Mohave Electric at Fort Mohave,2015,WALC,PV,c-si,fixed-tilt,180,22,,4.4,5.3,greenfield,non-agrivoltaic,0.019273
401688,multi,60413,AZ,Pinal,33.051117,-111.340769,873501,20220120,4,Bonnybrooke PV,2016,SRP,PV,c-si,single-axis,180,0,,50,62.6,greenfield,non-agrivoltaic,0.039526
401726,multi,60467,AZ,Pinal,32.554828,-111.280849,1142264,20220310,4,Red Rock,2017,AZPS,PV,c-si,single-axis,180,0,,40,57.7,greenfield,non-agrivoltaic,-0.408604
402236,multi,61272,AZ,Mohave,35.349159,-113.914259,1715966,20201216,4,Gray Hawk Solar,2018,TEPC,PV,c-si,single-axis,180,0,,46,64.5,greenfield,non-agrivoltaic,-0.682456
401295,multi,59779,AZ,Pima,32.170516,-110.897011,270570,20221114,4,Davis Monthan AFB (AZ) West Airfield,2014,TEPC,PV,c-si,single-axis,180,0,,12.6,16.4,greenfield,non-agrivoltaic,-0.194644
400758,multi,58833,AZ,Cochise,32.257451,-110.156832,1159163,20200913,4,Red Horse 2,2015,TEPC,PV,c-si,single-axis,180,0,,55,75.9,greenfield,non-agrivoltaic,-0.091558
401664,single,60381,AZ,Cochise,32.066676,-109.921281,418579,20220128,4,Sulphur Springs,2016,WALC,PV,c-si,single-axis,180,0,,20.5,23,greenfield,grazing,-0.314665
402067,single,60964,AZ,Cochise,32.068285,-109.888694,518459,20210410,4,Apache Solar 1,2017,WALC,PV,c-si,single-axis,180,0,,20,24.7,greenfield,non-agrivoltaic,-0.469466
402528,multi,61678,AZ,Pinal,32.875696,-111.546455,545831,20220209,4,Pinal Central Energy Center Hybrid,2018,SRP,PV,thin-film,single-axis,180,0,batteries,20,30.9,greenfield,non-agrivoltaic,-0.279429
400290,multi,57795,AZ,Pima,32.365016,-112.831304,100250,20210225,4,"RE Ajo 1, LLC",2011,AZPS,PV,c-si,single-axis,180,0,,4.5,5,AML,non-agrivoltaic,-0.422133
400199,single,57556,AZ,Mohave,35.241588,-114.004585,26485,20210826,4,La Senita,2011,TEPC,PV,c-si,single-axis,180,0,,1,1.2,greenfield,non-agrivoltaic,-0.51887
400156,single,57392,AZ,Pima,32.099521,-110.811275,33547,20220610,4,UASTP I,2010,TEPC,PV,c-si,single-axis,180,0,,1.2,1.6,greenfield,non-agrivoltaic,-0.468336
401609,multi,60285,AZ,Cochise,32.268153,-110.151375,1102580,20210217,4,Red Horse III,2016,TEPC,PV,c-si,single-axis,180,0,,30,37.7,greenfield,non-agrivoltaic,-0.754396
400323,multi,57883,AZ,Maricopa,33.268352,-111.613368,482002,20220506,4,Queen Creek Solar Farm,2012,SRP,PV,c-si,single-axis,180,0,,19,25.2,greenfield,non-agrivoltaic,-0.371145
400507,multi,58383,AZ,Yuma,33.026566,-113.356482,488595,20210716,4,Hyder II Hybrid,2013,AZPS,PV,c-si,single-axis,180,0,batteries,14,21,greenfield,non-agrivoltaic,-0.568212
400595,multi,58539,AZ,Maricopa,33.82314,-112.24089,75098,20210116,4,Lake Pleasant WTP,2012,AZPS,PV,c-si,single-axis,180,0,,6,7.6,greenfield,non-agrivoltaic,0.665292
400757,single,58832,AZ,Pima,32.101847,-110.813116,22134,20210217,4,Cogenra-TEP,2014,TEPC,PV,c-si,single-axis,180,0,,1,1,greenfield,non-agrivoltaic,-0.521615
400330,single,57930,AZ,Pima,32.107057,-110.824225,56971,20220610,4,FRB Solar Farm,2011,TEPC,PV,c-si,dual-axis,180,,,1.9,2,greenfield,non-agrivoltaic,-0.735049
401621,multi,60307,AZ,Maricopa,33.331271,-112.923389,2211857,20210302,4,"Mesquite Solar 2, LLC",2016,CISO,PV,c-si,single-axis,180,0,,100.8,136.5,greenfield,non-agrivoltaic,-0.17134
400202,multi,57561,AZ,Maricopa,33.034607,-112.661625,483194,20191015,4,Cotton Center Solar Hybrid,2011,AZPS,PV,c-si,single-axis,180,0,batteries,17,21,greenfield,non-agrivoltaic,-0.558034
400193,single,57524,AZ,Pima,32.289889,-111.032982,21613,20220605,4,Roger Road WWTP,2010,TEPC,PV,c-si,single-axis,180,0,,0.9,1.1,greenfield,non-agrivoltaic,-0.400543
400204,single,57563,AZ,Yuma,33.027149,-113.348204,501322,20210716,4,Hyder Solar Hybrid,2012,AZPS,PV,c-si,single-axis,180,0,batteries,16,39.6,greenfield,non-agrivoltaic,0.194728
400274,multi,57765,AZ,Yuma,32.686077,-114.495993,66914,20220117,4,Arizona Western College PV,2015,AZPS,PV,"c-si,thin-film","fixed-tilt,single-axis,dual-axis",180,4,,5.7,5,greenfield,non-agrivoltaic,0.104291
400334,single,57939,AZ,Pinal,32.868853,-111.771846,26164,20211217,4,Walmart Casa Grande,2011,AZPS,PV,c-si,single-axis,180,0,,2,2.2,greenfield,non-agrivoltaic,0.302642
400408,single,58171,AZ,Pima,32.117216,-110.819418,81941,20220610,4,Prairie Fire,2012,TEPC,PV,c-si,fixed-tilt,180,25,,4.5,5,greenfield,grazing,-0.186024
400599,multi,58543,AZ,Maricopa,33.356339,-111.803663,45922,20220613,4,"Gilbert Solar Facility I, LLC",2011,AZPS,PV,c-si,single-axis,180,0,,2.5,2.5,greenfield,non-agrivoltaic,-0.325418
401975,multi,60827,AZ,Maricopa,33.354277,-112.839341,3204926,20210330,4,"Sun Streams, LLC",2020,CISO,PV,thin-film,single-axis,180,0,,158,199.2,greenfield,non-agrivoltaic,-0.161986
403572,single,63349,AZ,La Paz,33.771081,-113.654525,740256,20210619,4,OE_AZ1,2020,WALC,PV,thin-film,single-axis,180,0,,32.5,42,greenfield,non-agrivoltaic,-0.276756
403674,multi,63476,AZ,Pinal,32.85423,-111.502706,2389088,20220209,4,Saint Solar,2021,SRP,PV,,single-axis,180,,,100,135,greenfield,non-agrivoltaic,-0.281634
402234,multi,61268,AZ,Navajo,36.787247,-110.2405,1209676,20220202,4,Kayenta Solar Project,2019,WALC,PV,c-si,single-axis,180,0,,55.3,76.3,greenfield,non-agrivoltaic,-0.142489
403643,multi,63440,AZ,Maricopa,33.319211,-112.816655,4069216,20220218,4,Sun Streams 2,2021,CISO,PV,thin-film,single-axis,180,,,150,199.2,greenfield,non-agrivoltaic,-0.441676
404187,multi,64426,AZ,Pima,32.034942,-110.898385,2795345,20220125,4,"Wilmot Energy Center, LLC",2021,TEPC,PV,c-si,single-axis,180,,batteries,130,135,greenfield,non-agrivoltaic,-0.455622
400031,single,56228,AZ,Yavapai,34.677792,-112.40593,64406,20211213,4,Prescott Airport,2002,AZPS,PV,c-si,single-axis,30,0,,3,3.4,greenfield,non-agrivoltaic,-0.360382
400371,single,58037,AZ,Maricopa,33.417858,-112.574539,8869,20220310,4,Buckeye Union HS District 201,2011,AZPS,PV,c-si,fixed-tilt,180,8,,3.3,4.3,greenfield,non-agrivoltaic,8.792844
403257,multi,62899,AZ,Pinal,32.831954,-111.573906,4272669,20220310,4,East Line Solar,2020,SRP,PV,thin-film,single-axis,180,0,,100,121.4,greenfield,non-agrivoltaic,-0.87684
403718,multi,63554,AZ,Mohave,34.994777,-114.553771,267739,20220103,4,Mohave Electric Cooperative at Joy Lane,2016,WALC,PV,c-si,single-axis,180,0,,10,13.8,greenfield,non-agrivoltaic,-0.386806
404926,single,65972,AZ,Pima,32.141669,-110.883906,265427,20240220,4,Raptor Ridge,2022,TEPC,PV,c-si,single-axis,180,,,12.5,15.6,greenfield,non-agrivoltaic,-0.233618
400825,multi,58972,AZ,Cochise,31.555551,-110.320155,309092,20211028,4,Fort Huachuca Solar PV Project,2017,TEPC,PV,c-si,fixed-tilt,169,25,,17.7,22.2,greenfield,non-agrivoltaic,0.042866
404512,multi,58466,AZ,Maricopa,33.345243,-111.601785,9169,20240209,4,Mesa Solar Array,2013,SRP,PV,thin-film,fixed-tilt,180,33,,4,4.1,greenfield,non-agrivoltaic,7.994831
404704,multi,64580,AZ,Pima,32.242474,-111.258304,84473,20240216,4,Broadway 2 - Tucson Phase II,2022,TEPC,PV,c-si,single-axis,180,0,,3,3.8,greenfield,non-agrivoltaic,-0.525747
400761,multi,58842,AZ,Pima,32.105004,-110.822521,237862,20210217,4,"Gato Montes Solar, LLC",2012,TEPC,PV,thin-film,fixed-tilt,180,20,,5,6.1,greenfield,non-agrivoltaic,-0.935485
404536,single,60996,AZ,Pima,32.101778,-110.819001,41716,20230108,4,Iron Horse Battery Storage Hybrid,2019,TEPC,PV,c-si,fixed-tilt,180,25,batteries,2,2.5,greenfield,non-agrivoltaic,-0.20914
401819,multi,60603,AZ,Mohave,35.303874,-114.01518,84915,20210826,4,Jacobson 5 MW Solar,2017,TEPC,PV,c-si,fixed-tilt,180,25,,4.4,5,greenfield,non-agrivoltaic,-0.231311
401400,multi,59947,AR,Calhoun,33.637733,-92.703473,322070,20211128,4,SR Camden,2015,SPA,PV,thin-film,single-axis,180,0,,12.5,16.6,greenfield,non-agrivoltaic,-0.386831
402231,multi,61262,AR,Arkansas,34.439473,-91.440052,1312599,20210826,4,Stuttgart Solar,2018,MISO,PV,c-si,fixed-tilt,180,14,,81,125.6,greenfield,non-agrivoltaic,0.548473
403140,single,62682,AR,Washington,36.080038,-94.065986,93359,20211004,4,Noland Wastewater Treatment Plant Hybrid,2019,SWPP,PV,c-si,single-axis,179,0,batteries,5,5.8,greenfield,non-agrivoltaic,-0.162592
402043,single,60924,AR,Washington,36.164209,-94.082412,17548,20200614,4,Ozarks Natural Energy Community Solar,2016,SWPP,PV,c-si,single-axis,182,26,,1,1.7,greenfield,non-agrivoltaic,0.573668
402634,single,61839,AR,Saline,34.638448,-92.578479,15316,20210827,4,FECC Solar Benton,2017,MISO,PV,c-si,single-axis,180,26,,1,1.5,greenfield,non-agrivoltaic,0.596159
402650,single,61869,AR,Johnson,35.467069,-93.515203,126577,20190130,4,Scenic Hill Solar III,2017,SPA,PV,c-si,single-axis,180,0,,5,6.5,greenfield,non-agrivoltaic,-0.390844
403528,multi,63295,AR,Chicot,33.479286,-91.358479,2565309,20210804,4,Chicot Solar,2020,MISO,PV,c-si,single-axis,180,0,,100,140,greenfield,non-agrivoltaic,-0.322578
403141,multi,62683,AR,Washington,36.070581,-94.233524,92452,20210707,4,Westside Wastewater Treatment Plant Hybrid,2019,SWPP,PV,c-si,single-axis,180,0,batteries,5,5.8,greenfield,non-agrivoltaic,-0.149675
404090,single,64261,AR,St. Francis,34.985351,-90.800303,22610,20210924,4,Forrest City-Prison Site,2021,MISO,PV,,single-axis,180,,batteries,1,1.3,greenfield,non-agrivoltaic,-0.260663
404091,single,64262,AR,St. Francis,35.03992,-90.806966,21619,20220410,4,Forrest City-Eldridge Road,2021,MISO,PV,,single-axis,180,,,1,1.3,greenfield,non-agrivoltaic,-0.204848
404163,single,64392,AR,Franklin,35.307688,-93.924372,119945,20211120,4,Branch Solar Farm,2021,SWPP,PV,,single-axis,180,,,5,6.3,greenfield,non-agrivoltaic,-0.366015
404480,multi,64263,AR,Garland,34.415717,-93.201249,11775,20211122,4,Hot Springs 2020,2021,SWPP,PV,,fixed-tilt,180,,,1,1.3,greenfield,non-agrivoltaic,0.860341
404572,multi,62617,AR,White,35.220318,-91.692678,1832670,20230104,4,Searcy Solar Hybrid,2019,MISO,PV,c-si,single-axis,180,,batteries,100,145.2,greenfield,non-agrivoltaic,0.19976
404613,single,63627,AR,Johnson,35.469595,-93.444894,32416,20221031,4,"Scenic Hill Solar IV, LLC",2020,SWPP,PV,c-si,fixed-tilt,180,25,,2.2,2.8,greenfield,non-agrivoltaic,0.351193
404680,single,64444,AR,Logan,35.300128,-93.737387,28354,20230829,4,City of Paris Solar,2020,SWPP,PV,c-si,single-axis,180,0,,1.5,1.8,greenfield,non-agrivoltaic,-0.133851
400192,multi,57523,CA,Fresno,36.177598,-120.109391,373343,20210713,4,Huron Solar Station,2012,CISO,PV,c-si,fixed-tilt,179,25,,20,26.8,greenfield,non-agrivoltaic,0.042031
400339,single,57959,CA,San Diego,33.26524,-116.327979,162688,20210523,4,"Desert Green Solar Farm, LLC",2014,CISO,PV,cpv,dual-axis,180,,,6.3,8.9,greenfield,non-agrivoltaic,-0.319789
400403,multi,58149,CA,Los Angeles,34.707428,-118.304671,606208,20210206,4,"TA-High Desert, LLC",2013,CISO,PV,c-si,single-axis,180,0,,20,25.6,greenfield,non-agrivoltaic,-0.584116
400537,single,58452,CA,Los Angeles,34.708588,-118.274109,42700,20211002,4,Horn,2013,CISO,PV,c-si,single-axis,45,0,,1.5,2,greenfield,non-agrivoltaic,-0.486465
400325,single,57892,CA,Fresno,36.175836,-120.115552,383759,20210713,4,Gates Solar Station,2013,CISO,PV,c-si,fixed-tilt,179,25,,20,27.7,greenfield,non-agrivoltaic,0.050439
400564,single,58499,CA,Kern,34.903488,-118.242989,501866,20200223,4,"RE Rosamond Two, LLC",2014,CISO,PV,c-si,single-axis,180,0,,20,20.9,greenfield,non-agrivoltaic,-0.596513
400583,single,58522,CA,Madera,36.941045,-120.046435,25159,20220307,4,Madera Community Hospital,2011,CISO,PV,c-si,single-axis,180,0,,1,1.1,greenfield,non-agrivoltaic,-0.55249
400586,single,58527,CA,Imperial,32.967109,-115.532695,20475,20210619,4,Crown Cooling Facility,2011,IID,PV,c-si,fixed-tilt,180,30,,1,1.2,greenfield,non-agrivoltaic,-0.237123
400319,multi,57870,CA,Tulare,35.801176,-119.110889,35025,20210803,4,Castle Rock Vineyards,2010,CISO,PV,c-si,fixed-tilt,180,20,,1,1.1,greenfield,non-agrivoltaic,-0.813427
400490,single,58354,CA,Los Angeles,34.665582,-118.288133,37444,20210206,4,Radiance Solar 4,2013,CISO,PV,c-si,fixed-tilt,200,25,,1.5,1.8,greenfield,non-agrivoltaic,-0.46033
400139,single,57359,CA,Kings,35.990852,-120.106656,186185,20210717,4,Avenal Park,2011,CISO,PV,thin-film,fixed-tilt,180,25,,6,7,greenfield,non-agrivoltaic,-0.682267
400635,single,58609,CA,San Bernardino,34.552307,-117.456763,33871,20220306,4,"Industry Solar Power Generation Station 1, LLC",2013,CISO,PV,c-si,single-axis,180,0,,1.5,1.9,greenfield,non-agrivoltaic,-0.290367
400234,single,57670,CA,Sacramento,38.253092,-121.279023,63137,20210312,4,SMUD at Van Conett,2011,BANC,PV,thin-film,fixed-tilt,210,20,,2.9,3.7,greenfield,non-agrivoltaic,-0.23724
400567,single,58502,CA,Kern,35.017969,-118.171566,1135055,20200731,4,"RE Columbia 3, LLC",2014,CISO,PV,c-si,single-axis,180,0,,10,11.1,greenfield,non-agrivoltaic,-1.271627
400533,single,58448,CA,San Bernardino,34.50918,-117.153822,29298,20190124,4,Nunn,2013,CISO,PV,c-si,single-axis,180,0,,1,1.4,greenfield,non-agrivoltaic,-0.466433
400266,single,57743,CA,Riverside,33.923347,-116.594548,51433,20220621,4,North Palm Springs 1A,2012,CISO,PV,c-si,single-axis,225,0,,2.4,2.4,greenfield,non-agrivoltaic,-0.490196
400381,single,58073,CA,Los Angeles,34.618626,-117.939522,49148,20210206,4,SEPV 1,2012,CISO,PV,c-si,single-axis,180,0,,2,2.3,greenfield,non-agrivoltaic,-0.487339
400530,single,58445,CA,Los Angeles,34.655113,-118.051145,57613,20210206,4,Arrache 4006,2013,CISO,PV,c-si,single-axis,112,0,,2,2.6,greenfield,non-agrivoltaic,-0.522702
400625,multi,58590,CA,San Bernardino,34.166356,-116.235876,484286,20200224,4,Cascade Solar,2014,CISO,PV,c-si,single-axis,181,0,,18.5,24.1,greenfield,non-agrivoltaic,-0.424492
400457,single,58307,CA,Tulare,36.387268,-119.255203,59643,20210903,4,Ivanhoe Solar,2014,CISO,PV,c-si,fixed-tilt,180,20,,3.5,4.2,greenfield,non-agrivoltaic,0.013117
400304,single,57831,CA,Los Angeles,34.654388,-117.971144,31867,20210206,4,Heliocentric,2012,CISO,PV,c-si,fixed-tilt,180,30,,1.3,1.7,greenfield,non-agrivoltaic,-0.348597
400413,single,58204,CA,Yolo,38.50153,-121.693001,41431,20210422,4,Grassland 3&4 Solar Project,2013,CISO,PV,c-si,dual-axis,180,,,2.5,2.5,greenfield,non-agrivoltaic,-0.200384
400531,single,58446,CA,Los Angeles,34.650621,-118.051936,46327,20210206,4,Arrache 4013,2013,CISO,PV,c-si,single-axis,45,0,,1.5,2,greenfield,non-agrivoltaic,-0.564172
400235,single,57671,CA,Sacramento,38.237911,-121.338061,63992,20210312,4,SMUD at Fleshman,2011,BANC,PV,thin-film,fixed-tilt,210,20,,2.9,3.7,greenfield,non-agrivoltaic,-0.253814
400532,single,58447,CA,Los Angeles,34.647943,-118.061071,126849,20210206,4,Arrache 8083,2013,CISO,PV,c-si,single-axis,45,0,,4,5.4,greenfield,non-agrivoltaic,-0.5769
400458,single,58308,CA,Tulare,36.211927,-119.133777,59043,20210823,4,Lindsay Solar,2014,CISO,PV,c-si,fixed-tilt,180,20,,4,4.8,greenfield,non-agrivoltaic,0.243565
400070,single,57010,CA,Solano,38.231937,-122.092698,28633,20211025,4,SunEdison Anheuser Busch Fairfield,2008,CISO,PV,c-si,single-axis,180,0,,0.9,1.1,greenfield,non-agrivoltaic,-0.664895
400575,multi,58513,CA,Riverside,33.565188,-114.918553,107874,20220130,4,"Ironwood Solar, LLC",2012,CISO,PV,c-si,single-axis,180,0,,4,4.6,greenfield,non-agrivoltaic,-0.575374
400072,single,57012,CA,San Bernardino,34.594302,-117.194878,29356,20200717,4,SunEdison Walmart Apple Valley DC,2009,CISO,PV,c-si,single-axis,180,0,,0.9,1.1,greenfield,non-agrivoltaic,-0.684933
400073,single,57041,CA,Solano,38.410856,-121.926425,52646,20210213,4,Vaca Dixon Solar Station,2009,CISO,PV,c-si,fixed-tilt,180,30,,2,2.6,greenfield,non-agrivoltaic,-0.432482
400576,single,58514,CA,Riverside,33.923044,-116.530143,50681,20210404,4,Desert Hot Springs Solar,2013,CISO,PV,c-si,single-axis,180,0,,2.2,2.9,greenfield,non-agrivoltaic,-0.266504
400539,single,58454,CA,San Bernardino,34.601219,-117.643653,61009,20200820,4,Watts 3115,2013,CISO,PV,c-si,single-axis,112,0,,2,2.7,greenfield,non-agrivoltaic,-0.541194
400534,single,58449,CA,Los Angeles,34.64378,-118.162135,105083,20210206,4,Rutan,2014,CISO,PV,c-si,single-axis,135,0,,4,5.1,greenfield,non-agrivoltaic,-0.450571
400038,single,56768,CA,Fresno,36.759626,-120.365926,161468,20210614,4,CalRenew-1,2010,CISO,PV,c-si,fixed-tilt,198,20,,5,6.3,greenfield,non-agrivoltaic,-0.652182
400140,single,57360,CA,Kings,35.985182,-120.101408,510472,20210717,4,"Sun City Project, LLC",2011,CISO,PV,thin-film,fixed-tilt,180,25,,20,25,greenfield,non-agrivoltaic,-0.441223
400419,single,58226,CA,San Bernardino,34.853599,-116.683863,40277,20211220,4,"Newberry Solar 1, LLC",2013,CISO,PV,c-si,dual-axis,180,,,1.5,1.6,greenfield,non-agrivoltaic,-0.637184
400601,single,58545,CA,Imperial,32.983337,-115.481892,125986,20210624,4,Community Solar 1,2014,IID,PV,c-si,single-axis,181,0,,6,7.5,greenfield,non-agrivoltaic,-0.217576
400535,single,58450,CA,Los Angeles,34.669019,-118.061156,45524,20210206,4,Vinam,2013,CISO,PV,c-si,single-axis,45,0,,1.5,2,greenfield,non-agrivoltaic,-0.548034
400271,single,57753,CA,Sacramento,38.338753,-121.431259,22853,20210304,4,SMUD at Lawrence,2011,BANC,PV,thin-film,fixed-tilt,210,20,,1,1.2,greenfield,non-agrivoltaic,-0.366329
400303,multi,57827,CA,Tulare,36.538178,-119.426157,26886,20210801,4,Dinuba Wastewater Treatment Plant,2011,CISO,PV,c-si,single-axis,180,0,,1,1.2,greenfield,non-agrivoltaic,-0.533194
400536,single,58451,CA,Los Angeles,34.69513,-118.062578,20640,20210206,4,Ma,2013,CISO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,0.574116
400563,single,58498,CA,Kern,34.904113,-118.251246,491624,20211002,4,"RE Rosamond One, LLC",2014,CISO,PV,c-si,single-axis,180,0,,20,26.2,greenfield,non-agrivoltaic,-0.34973
