case_id,multi_poly,eia_id,p_state,p_county,ylat,xlong,p_area,p_img_date,p_dig_conf,p_name,p_year,p_pwr_reg,p_tech_pri,p_tech_sec,p_axis,p_azimuth,p_tilt,p_battery,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
400981,multi,59262,CA,Los Angeles,34.603161,-117.936631,125497,20210206,4,Lancaster Little Rock,2014,CISO,PV,thin-film,fixed-tilt,180,25,,5,7,greenfield,non-agrivoltaic,-0.297071
400651,single,58633,CA,Monterey,36.708224,-121.76899,24227,20210507,4,Monterey Regional Water Pollution Control Agency,2010,CISO,PV,c-si,single-axis,195,0,,1,1.1,greenfield,non-agrivoltaic,-0.516859
400653,single,58636,CA,Sacramento,38.554789,-121.417088,13758,20210304,4,Sacramento Fairbain Water Treatment Plant,2013,BANC,PV,c-si,single-axis,180,0,,1,1.1,greenfield,non-agrivoltaic,0.215091
400656,single,58642,CA,Tulare,36.20446,-119.417946,56692,20210801,4,Tulare 1 and 2,2014,CISO,PV,c-si,fixed-tilt,180,20,,3,3.6,greenfield,non-agrivoltaic,-0.133441
400711,single,58748,CA,Solano,38.301001,-121.965191,25896,20201102,4,North Bay Solar 1,2013,CISO,PV,c-si,single-axis,180,0,,1,1.1,greenfield,non-agrivoltaic,-0.578875
400751,single,58814,CA,Shasta,41.031259,-121.425306,80156,20181110,4,Shasta Solar Farm,2014,CISO,PV,c-si,single-axis,180,0,,3,4.4,greenfield,non-agrivoltaic,-0.315833
400804,multi,58918,CA,Fresno,36.66739,-119.416708,60055,20210801,4,2081 Terzian Solar Project,2014,CISO,PV,c-si,dual-axis,180,,,1.2,1.6,greenfield,non-agrivoltaic,-0.914357
400805,single,58919,CA,Sutter,39.291776,-121.669962,30713,20210604,4,2127 Harris Solar Project,2014,CISO,PV,c-si,single-axis,180,0,,1.3,1.4,greenfield,non-agrivoltaic,-0.513053
400806,single,58920,CA,Merced,37.350917,-120.50723,41711,20210629,4,2097 Helton Solar Project,2014,CISO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.462943
400865,single,59058,CA,Solano,38.400027,-121.962908,13669,20210213,4,Vacaville,2007,CISO,PV,c-si,fixed-tilt,90,30,,1,1,greenfield,non-agrivoltaic,0.07116
400910,single,59129,CA,Contra Costa,37.972281,-121.720347,4717,20220922,4,CSD 2-Freedom High,2013,CISO,PV,c-si,fixed-tilt,182,15,,1.1,1.1,greenfield,non-agrivoltaic,3.461625
400911,single,59130,CA,Contra Costa,37.920586,-121.755782,1561,20220723,4,CSD 2-Heritage High,2013,CISO,PV,c-si,fixed-tilt,102,10,,1.3,1.4,greenfield,non-agrivoltaic,17.526011
400964,single,59203,CA,Tulare,36.318418,-119.213989,61169,20210818,4,Farmersville,2014,CISO,PV,c-si,fixed-tilt,180,20,,4.5,5.4,greenfield,non-agrivoltaic,0.391538
400982,single,59265,CA,Merced,37.268698,-120.483314,50425,20210629,4,"Merced Solar, LLC",2014,CISO,PV,c-si,single-axis,180,0,,1.5,1.9,greenfield,non-agrivoltaic,-0.68051
400983,single,59267,CA,Merced,37.267336,-120.483318,50986,20210629,4,"Mission Solar, LLC",2014,CISO,PV,c-si,single-axis,180,0,,1.5,1.9,greenfield,non-agrivoltaic,-0.68929
401007,single,59323,CA,Sacramento,38.585226,-121.467197,12178,20210304,4,Sacramento (SMUD),2014,BANC,PV,c-si,fixed-tilt,123,10,,1.5,1.5,landfill,non-agrivoltaic,1.130761
401040,single,59395,CA,Tulare,36.186375,-119.377771,17068,20210801,4,City of Tulare Water Facility,2011,CISO,PV,c-si,fixed-tilt,180,40,,1.1,3.6,greenfield,non-agrivoltaic,2.989957
401043,single,59405,CA,Riverside,33.712238,-117.073016,22945,20201218,4,Diamond Valley Solar Project,2015,CISO,PV,c-si,single-axis,180,0,,1.3,1.5,greenfield,non-agrivoltaic,-0.093759
401142,single,59536,CA,San Bernardino,34.54982,-117.466688,22297,20220306,4,Coronus Adelanto West 1,2015,CISO,PV,c-si,fixed-tilt,180,20,,1.5,1.8,greenfield,non-agrivoltaic,0.231518
401143,single,59537,CA,San Bernardino,34.548893,-117.467441,22163,20220306,4,Coronus Adelanto West 2,2015,CISO,PV,c-si,fixed-tilt,180,20,,1.5,1.8,greenfield,non-agrivoltaic,0.241913
401154,multi,59550,CA,Yolo,38.520977,-121.994077,60769,20210729,4,Putah Creek Solar Farm,2014,CISO,PV,c-si,single-axis,180,0,,2,2.6,greenfield,non-agrivoltaic,-0.572346
401242,single,59687,CA,Merced,37.057787,-120.649009,50397,20201130,4,Sun Harvest Solar NDP1,2015,CISO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.638027
401265,single,59738,CA,Fresno,36.721849,-120.430096,134148,20210430,4,Citizen B,2015,CISO,PV,c-si,fixed-tilt,180,25,batteries,5,7.1,greenfield,non-agrivoltaic,-0.357487
401273,single,59746,CA,Fresno,36.126665,-120.243255,44405,20200926,4,DSH (CA)-Coalinga State Hospital,2014,CISO,PV,c-si,single-axis,180,0,,2.6,2.6,greenfield,non-agrivoltaic,-0.23832
401275,multi,59748,CA,Fresno,36.126063,-120.247782,26824,20200926,4,CDCR (CA)-Pleasant Valley State Prison,2014,CISO,PV,c-si,single-axis,180,0,,1.2,1.6,greenfield,non-agrivoltaic,-0.215069
401416,single,59978,CA,Glenn,39.69908,-122.175386,39071,20210910,4,"Enerparc CA2, LLC",2016,PACW,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.394295
401359,multi,59879,CA,Kern,34.870398,-118.366582,3500212,20211123,2,"North Rosamond Solar, LLC",2019,CISO,PV,thin-film,single-axis,180,0,,150,182.5,greenfield,non-agrivoltaic,-0.374158
401358,multi,59878,CA,Kern,35.021659,-118.28987,354355,20200805,4,"Windhub Solar A, LLC",2019,CISO,PV,thin-film,single-axis,180,0,,20,25,greenfield,non-agrivoltaic,0.015905
401132,multi,59525,CA,Merced,37.018864,-120.961889,4196046,20210526,4,Wright Solar Park,2019,CISO,PV,c-si,single-axis,180,0,,200,239.3,greenfield,non-agrivoltaic,-0.270555
401457,multi,60034,CA,Monterey,35.829895,-120.294871,2630566,20210709,4,"CA Flats Solar 150, LLC",2019,CISO,PV,thin-film,single-axis,180,0,,150,201,greenfield,non-agrivoltaic,0.140028
401396,single,59942,CA,Los Angeles,34.662403,-118.084668,43976,20210112,4,Morgan Lancaster 1,2015,CISO,PV,c-si,dual-axis,180,,,1.5,1.8,greenfield,non-agrivoltaic,-0.611621
401066,single,59440,CA,San Bernardino,34.553839,-117.369657,96515,20220306,4,"Adelanto Solar II, LLC",2015,CISO,PV,c-si,single-axis,180,0,,7,7.4,greenfield,non-agrivoltaic,0.145599
401067,multi,59441,CA,San Bernardino,34.553793,-117.377244,586986,20220306,4,"Adelanto Solar, LLC",2015,CISO,PV,c-si,single-axis,180,0,,20,21.5,greenfield,non-agrivoltaic,-0.702801
400642,multi,58621,CA,Imperial,32.800989,-115.546392,416174,20200824,4,Sol Orchard El Centro PV,2013,IID,PV,c-si,single-axis,180,0,,20,25.2,greenfield,non-agrivoltaic,-0.195941
400826,multi,58973,CA,Tulare,35.871483,-119.464992,518319,20210814,2,White River Solar 2,2014,CISO,PV,c-si,single-axis,180,0,,20,26,greenfield,non-agrivoltaic,-0.416056
400980,multi,59253,CA,Kern,35.631892,-119.576691,419750,20210404,4,Wildwood Solar II,2017,CISO,PV,c-si,single-axis,180,0,,14.7,21,greenfield,non-agrivoltaic,-0.418861
401135,multi,59528,CA,Los Angeles,34.649011,-118.084924,575854,20210112,4,"Solar Oasis, LLC",2016,CISO,PV,c-si,single-axis,180,0,,20,27.8,greenfield,non-agrivoltaic,-0.456014
401351,single,59868,CA,Kern,34.824081,-118.441196,480485,20210206,4,"Kingbird A Solar, LLC",2016,CISO,PV,thin-film,single-axis,180,0,,20,25.3,greenfield,non-agrivoltaic,-0.363239
401414,multi,59976,CA,Kern,34.844248,-118.446156,1655610,20210207,4,RE Astoria,2016,CISO,PV,c-si,single-axis,179,0,,100,130.8,greenfield,non-agrivoltaic,0.195002
400756,multi,58831,CA,Kern,35.321135,-118.812196,536022,20210603,4,Redcrest Solar Farm,2015,CISO,PV,thin-film,single-axis,180,0,batteries,16.66,20.9,greenfield,non-agrivoltaic,-0.652734
400837,multi,59009,CA,Kern,35.328168,-118.82064,689462,20210603,4,Hayworth Solar,2015,CISO,PV,thin-film,single-axis,180,0,,26.66,33.3,greenfield,non-agrivoltaic,-0.45554
400972,multi,59237,CA,San Bernardino,34.406096,-116.862059,369464,20220731,4,"Lone Valley Solar Park II, LLC",2014,CISO,PV,c-si,single-axis,180,0,,20,24.8,greenfield,non-agrivoltaic,-0.056689
400978,multi,59250,CA,Kern,35.423854,-119.628933,522003,20210404,4,"Rio Bravo Solar II, LLC",2016,CISO,PV,c-si,single-axis,179,0,,19.5,26,greenfield,non-agrivoltaic,-0.423556
401084,multi,59469,CA,San Bernardino,34.685814,-117.345262,416868,20220306,4,Alamo Solar,2015,CISO,PV,c-si,single-axis,180,0,,18.7,23.7,greenfield,non-agrivoltaic,-0.274311
401410,multi,59963,CA,Los Angeles,34.720632,-118.302392,234133,20210206,4,Central Antelope Dry Ranch C,2016,CISO,PV,c-si,fixed-tilt,180,25,,20,22.5,greenfield,non-agrivoltaic,0.557187
400920,single,59139,CA,San Diego,33.210648,-117.178261,10117,20210621,2,SDCWA-Twin Oaks,2011,CISO,PV,c-si,fixed-tilt,180,20,,1.1,1.1,greenfield,non-agrivoltaic,0.824721
401137,multi,59531,CA,Madera,36.941297,-119.963177,1322564,20210602,4,Borden Solar Farm,2020,CISO,PV,c-si,single-axis,180,0,,50,67.8,greenfield,non-agrivoltaic,-0.392707
401352,single,59870,CA,Fresno,36.716336,-120.414267,1121239,20210430,4,"Little Bear Solar 1, LLC",2020,CISO,PV,thin-film,single-axis,180,0,,40,53.6,greenfield,non-agrivoltaic,-0.466012
404444,multi,65278,CA,Kern,35.668165,-119.876218,410317,20210703,4,Wonderful Lost Hills,2021,CISO,PV,,single-axis,180,,,16.7,24.9,greenfield,non-agrivoltaic,-0.193119
403132,single,62673,CA,Los Angeles,34.727487,-118.322374,371794,20211123,4,Antelope Expansion 3A,2021,CISO,PV,,single-axis,180,,,15,19,greenfield,non-agrivoltaic,-0.396111
404603,multi,63300,CA,Riverside,33.753074,-115.345924,1325934,20230502,2,Athos Solar Project,2019,CISO,PV,thin-film,single-axis,180,,,250,365,greenfield,non-agrivoltaic,4.353358
404171,single,64403,CA,Ventura,34.168862,-119.053959,54443,20211107,4,California State Univ at Channel Islands,2021,CISO,PV,,single-axis,180,,,3.7,4.7,greenfield,non-agrivoltaic,0.350177
404173,multi,64406,CA,Riverside,33.861247,-117.214039,65341,20121107,4,EMWD-Moreno Valley RWRF,2021,CISO,PV,,dual-axis,180,,,2.4,3,greenfield,non-agrivoltaic,-0.506087
404294,multi,64624,CA,San Bernardino,34.625739,-117.369334,2025689,20220306,4,Hudson-High Desert Hybrid,2021,CISO,PV,,single-axis,180,,batteries,100,130.4,greenfield,non-agrivoltaic,-0.114976
404308,single,64676,CA,Solano,38.097105,-122.140918,118969,20221107,4,Lake Herman,2021,CISO,PV,,single-axis,180,,,5,7,greenfield,es,-0.232228
404343,single,64766,CA,Humboldt,40.967375,-124.104405,28995,20220429,4,Redwood Coast Airport Microgrid,2021,CISO,PV,,fixed-tilt,180,,batteries,1.8,2.2,greenfield,non-agrivoltaic,0.128705
404374,single,64861,CA,El Dorado,38.629169,-120.982653,25311,20220501,4,Deer Creek 2,2021,CISO,PV,,fixed-tilt,180,,,1.3,1.6,greenfield,non-agrivoltaic,-0.139526
401494,single,60080,CA,Tulare,35.845551,-119.057005,365047,20210803,4,CED Ducor 3,2016,CISO,PV,c-si,single-axis,180,0,,15,20,greenfield,non-agrivoltaic,-0.318062
401493,multi,60079,CA,Tulare,35.846421,-119.065818,485220,20210803,4,CED Ducor 2,2016,CISO,PV,c-si,single-axis,180,0,,20,26,greenfield,non-agrivoltaic,-0.343561
401495,single,60081,CA,Tulare,35.850283,-119.026032,470454,20210803,4,CED Ducor 4,2016,CISO,PV,c-si,single-axis,180,0,,20,26,greenfield,non-agrivoltaic,-0.307929
401557,single,60187,CA,Los Angeles,34.686845,-118.311932,137482,20210206,4,Antelope DSR 2,2016,CISO,PV,c-si,single-axis,180,0,,5,6.3,greenfield,non-agrivoltaic,-0.507962
402073,single,60975,CA,Fresno,36.374847,-120.134212,498516,20210713,4,Whitney Point Solar,2017,CISO,PV,c-si,single-axis,180,0,,20,28.6,greenfield,non-agrivoltaic,-0.263342
402078,single,60981,CA,Fresno,36.382014,-120.1345,497333,20210713,4,NextEra Westside PV,2017,CISO,PV,c-si,single-axis,180,0,,20,27,greenfield,non-agrivoltaic,-0.328611
401795,single,60558,CA,Riverside,33.624294,-114.699178,530112,20210719,4,Solar Blythe 2,2017,CISO,PV,c-si,single-axis,180,0,,21.04,27,greenfield,non-agrivoltaic,-0.399732
401583,single,60237,CA,Imperial,33.165443,-115.54063,524049,20210117,4,Midway Solar Farm II,2017,IID,PV,thin-film,single-axis,180,0,,30,40,greenfield,non-agrivoltaic,0.138321
401989,single,60844,CA,Solano,38.386449,-121.948811,91407,20210330,4,Genentech Vacaville Meter #1,2017,CISO,PV,c-si,fixed-tilt,180,25,,6.1,9,greenfield,non-agrivoltaic,0.607224
402057,multi,60947,CA,San Diego,32.618331,-116.132302,311698,20211004,4,Jacumba Solar Farm,2017,CISO,PV,c-si,fixed-tilt,180,25,,20,28.2,greenfield,non-agrivoltaic,0.43797
402093,multi,61006,CA,Sacramento,38.700215,-121.586726,115432,20210222,4,SCDA Solar 1,2017,CISO,PV,c-si,single-axis,180,0,,6.8,7.9,greenfield,non-agrivoltaic,-0.028844
401736,multi,60481,CA,Los Angeles,34.666021,-118.304269,429854,20210206,4,"Bayshore Solar A, LLC",2017,CISO,PV,c-si,single-axis,180,0,,20,25,greenfield,non-agrivoltaic,-0.246625
401864,multi,60678,CA,Fresno,36.522085,-120.146373,480957,20210713,4,San Joaquin Solar,2019,CISO,PV,thin-film,single-axis,179,0,,18.5,25.2,greenfield,non-agrivoltaic,-0.368739
401974,multi,60825,CA,Riverside,33.547372,-115.978082,1573694,20210608,4,Colgreen North Shore Solar Farm,2018,IID,PV,c-si,single-axis,180,,,74.8,96.8,greenfield,non-agrivoltaic,-0.175604
401501,single,60091,CA,Kern,34.820843,-118.441155,481083,20210206,4,"Kingbird B Solar, LLC",2016,CISO,PV,thin-film,single-axis,180,0,,20,25.3,greenfield,non-agrivoltaic,-0.364625
403118,multi,62655,CA,Lassen,40.372677,-120.264829,175752,20220807,4,HL Solar,2019,CISO,PV,c-si,single-axis,180,0,,7.6,9.3,greenfield,non-agrivoltaic,-0.357723
401624,single,60311,CA,Los Angeles,34.714777,-118.27427,270767,20210206,4,"Portal Ridge Solar C, LLC",2017,CISO,PV,thin-film,single-axis,180,0,,11.4,13.8,greenfield,non-agrivoltaic,-0.399018
401605,single,60280,CA,Los Angeles,34.714915,-118.311318,518882,20210206,4,"Summer Solar, LLC",2016,CISO,PV,c-si,single-axis,180,0,batteries,20,25,greenfield,non-agrivoltaic,-0.45804
401555,multi,60185,CA,Los Angeles,34.655834,-118.294219,1683704,20210206,4,Solverde 1,2016,CISO,PV,c-si,single-axis,180,0,,85,106.3,greenfield,non-agrivoltaic,-0.141213
401604,multi,60279,CA,Los Angeles,34.692615,-118.286334,477112,20210206,4,Antelope Big Sky Ranch,2016,CISO,PV,c-si,single-axis,180,0,batteries,20,26,greenfield,non-agrivoltaic,-0.324268
401730,single,60474,CA,Los Angeles,34.678046,-118.30456,399589,20210206,1,"Bayshore Solar B, LLC",2017,CISO,PV,c-si,single-axis,180,0,,20,25,greenfield,non-agrivoltaic,-0.153299
401623,single,60310,CA,Los Angeles,34.71651,-118.282251,386327,20210206,4,"Portal Ridge Solar B, LLC",2017,CISO,PV,thin-film,single-axis,180,0,,20,25,greenfield,non-agrivoltaic,-0.107796
401499,multi,60086,CA,Los Angeles,34.661601,-118.086905,53177,20210112,4,US-TOPCO (Soccer Center),2016,CISO,PV,c-si,fixed-tilt,180,20,,3,3.7,greenfield,non-agrivoltaic,-0.004686
403593,multi,63376,CA,San Bernardino,34.578988,-117.579412,14360,20220317,4,Phelan Pinon Hills CSD Solar,2015,CISO,PV,c-si,single-axis,180,0,,1.1,1.5,greenfield,non-agrivoltaic,0.734286
403600,multi,63385,CA,Los Angeles,34.434336,-118.510139,64706,20200924,4,Castaic Lake Phase II,2014,CISO,PV,c-si,single-axis,180,0,,3.5,4.4,greenfield,non-agrivoltaic,-0.038129
403679,multi,63486,CA,Monterey,36.614777,-121.634165,85968,20210604,4,D'Arrigo Brothers-Phase 4,2019,CISO,PV,c-si,single-axis,180,0,batteries,1.7,2.2,greenfield,non-agrivoltaic,-0.936634
403694,multi,63516,CA,Kern,35.157379,-117.983395,49408,20220722,4,California City,2018,CISO,PV,c-si,single-axis,180,0,batteries,1.9,2.5,greenfield,non-agrivoltaic,-0.40679
403761,multi,63651,CA,Kern,35.777221,-119.308162,150131,20210803,4,North Kern State Prison Phase II,2012,CISO,PV,c-si,single-axis,180,0,,4,4.7,greenfield,non-agrivoltaic,-0.815551
403144,multi,62688,CA,Santa Clara,37.228465,-121.738711,29517,20220723,4,Malech Solar Farm,2017,CISO,PV,c-si,fixed-tilt,180,10,,3.1,3.9,greenfield,non-agrivoltaic,1.32054
401963,single,60813,CA,Sonoma,38.769502,-123.020736,14943,20220321,4,Cloverdale Solar Center,2019,CISO,PV,c-si,single-axis,180,0,,1,1.3,greenfield,non-agrivoltaic,0.364299
403146,single,62690,CA,Santa Clara,37.268874,-121.861077,15573,20210331,4,Guadalupe Solar Farm,2018,CISO,PV,c-si,fixed-tilt,180,10,,1.7,2.1,greenfield,non-agrivoltaic,1.378152
403366,multi,63054,CA,Kern,35.141539,-117.964708,63433,20220722,4,Cal City Solar 1,2019,CISO,PV,c-si,single-axis,180,0,,3,3.8,greenfield,non-agrivoltaic,-0.209624
403469,single,63204,CA,Kings,36.140871,-119.566235,44918,20210404,4,CID Solar (CA),2019,CISO,PV,c-si,single-axis,180,0,,2,2.3,greenfield,non-agrivoltaic,-0.393979
403680,single,63493,CA,Lassen,40.150274,-120.124711,65811,20221005,4,PSREC/SIAD Solar,2018,CISO,PV,c-si,single-axis,180,0,,2.4,3.3,greenfield,es,-0.416457
401575,multi,60226,CA,Sacramento,38.343177,-121.116734,201447,20210312,4,"Rancho Seco Solar, LLC",2016,BANC,PV,thin-film,single-axis,180,0,,10.88,12.5,greenfield,non-agrivoltaic,-0.164172
401582,multi,60233,CA,Kern,34.822187,-118.527993,5147747,20211002,4,RE Garland,2016,CISO,PV,c-si,single-axis,180,0,batteries,180,245.6,greenfield,non-agrivoltaic,-0.468005
401503,single,60093,CA,Riverside,33.673669,-114.738061,2902531,20211022,2,"Blythe Solar 110, LLC",2016,CISO,PV,c-si,single-axis,181,0,batteries,109.8,154,greenfield,non-agrivoltaic,-0.354721
401502,single,60092,CA,Riverside,33.684154,-114.739769,4087638,20211022,2,"Blythe Solar II, LLC",2016,CISO,PV,c-si,single-axis,181,0,batteries,131.2,161.5,greenfield,non-agrivoltaic,-0.641751
401602,single,60277,CA,Kern,35.21097,-119.387524,39783,20210814,4,Castor Solar,2016,CISO,PV,c-si,fixed-tilt,180,25,batteries,1.5,1.9,greenfield,non-agrivoltaic,-0.466961
401741,multi,60490,CA,Kern,35.315109,-118.811155,419694,20210603,4,Redwood 4 Solar Farm,2017,CISO,PV,c-si,single-axis,180,0,,20,26.5,greenfield,non-agrivoltaic,-0.141075
401668,single,60389,CA,Kern,35.205168,-118.069512,1763686,20220722,4,RE Barren Ridge 1,2016,LDWP,PV,c-si,single-axis,180,0,,62,78,greenfield,non-agrivoltaic,-0.541833
402150,single,61117,CA,Kern,35.3268,-118.978771,111509,20210606,4,Bakersfield PV 1,2017,CISO,PV,c-si,single-axis,180,0,,5.25,7,greenfield,non-agrivoltaic,-0.14883
402007,multi,60869,CA,Los Angeles,34.511888,-117.916406,167691,20210206,4,"Solar Star California, XLIV, LLC",2016,CISO,PV,c-si,single-axis,180,0,,9.5,11.9,greenfield,non-agrivoltaic,0.024658
402209,single,61215,CA,Los Angeles,34.597412,-117.93146,76700,20210206,4,Green Beanworks C PV,2018,CISO,PV,c-si,single-axis,180,0,,3,3.7,greenfield,non-agrivoltaic,-0.456777
402210,single,61216,CA,Los Angeles,34.655127,-118.082255,69654,20210112,4,Green Beanworks D PV,2018,CISO,PV,c-si,single-axis,180,0,,3,3.7,greenfield,non-agrivoltaic,-0.353404
402790,single,62056,CA,Los Angeles,34.743518,-117.972926,74404,20210206,4,Lancaster,2018,CISO,PV,c-si,single-axis,180,0,,3,3,greenfield,non-agrivoltaic,-0.624571
401498,multi,60085,CA,Los Angeles,34.74775,-117.973128,62822,20210206,4,AVS Lancaster 1,2016,CISO,PV,c-si,fixed-tilt,180,20,,3.7,5,greenfield,non-agrivoltaic,0.207425
401947,multi,60790,CA,San Bernardino,34.038508,-117.565779,45551,20221017,4,"PVN Milliken, LLC",2017,CISO,PV,c-si,fixed-tilt,180,22,,3,3.2,landfill,non-agrivoltaic,0.009541
402149,single,61116,CA,Kern,35.759177,-119.348351,20734,20210814,4,Delano Land 1,2017,CISO,PV,c-si,single-axis,180,0,,1,1.3,greenfield,non-agrivoltaic,-0.15042
402151,single,61118,CA,Kern,35.329997,-118.993189,17202,20210606,4,Bakersfield Industrial PV 1,2017,CISO,PV,c-si,fixed-tilt,180,20,,1,1.5,greenfield,non-agrivoltaic,0.368605
402285,single,61339,CA,Los Angeles,34.688092,-117.989692,61562,20210206,4,Green Beanworks B PV,2018,CISO,PV,c-si,single-axis,180,0,,3,3.7,greenfield,non-agrivoltaic,-0.205456
402495,single,61621,CA,Kern,35.590887,-119.404787,36274,20210814,4,CDCR (CA)-Wasco State Prison,2013,CISO,PV,c-si,single-axis,180,0,,1.5,1.9,greenfield,non-agrivoltaic,-0.369071
402622,single,61824,CA,San Bernardino,34.112021,-117.273426,51904,20220226,4,Target Shafter,2018,CISO,PV,c-si,single-axis,180,0,,3,3.8,greenfield,non-agrivoltaic,0.072305
401562,single,60193,CA,Alameda,37.69203,-121.717394,43919,20221007,4,"Whitethorn Solar, LLC",2016,CISO,PV,c-si,fixed-tilt,180,15,,3.3,3.9,greenfield,non-agrivoltaic,0.402539
402669,single,61894,CA,Fresno,36.620589,-119.668046,30334,20220309,4,National Raisin,2015,CISO,PV,c-si,"fixed-tilt,single-axis",202,2,,2.5,3.3,greenfield,non-agrivoltaic,0.826049
402335,single,61419,CA,Los Angeles,34.6156,-117.936612,68898,20211009,4,One Ten Partners PV,2017,CISO,PV,c-si,single-axis,180,0,,2,2.7,greenfield,non-agrivoltaic,-0.648553
401640,multi,60336,CA,Imperial,33.165607,-115.54926,1014053,20210117,4,Midway Solar Farm I,2018,IID,PV,thin-film,single-axis,180,0,,50,66.6,greenfield,non-agrivoltaic,-0.087347
401587,single,60242,CA,Kern,35.127755,-119.249344,220387,20190815,4,"Algonquin SKIC 10 Solar, LLC",2017,CISO,PV,c-si,single-axis,180,0,,10,11.9,greenfield,non-agrivoltaic,-0.334832
401497,single,60083,CA,Fresno,36.616892,-120.105121,69287,20210525,4,Fresno Solar,2015,CISO,PV,c-si,single-axis,180,0,,3,3.2,greenfield,non-agrivoltaic,-0.50033
401535,single,60142,CA,Kings,36.25728,-119.797435,42208,20210625,4,Lemoore 1,2016,CISO,PV,c-si,single-axis,180,0,,1.5,2,greenfield,non-agrivoltaic,-0.474917
401593,single,60255,CA,Los Angeles,34.108438,-117.785098,20750,20221103,4,Weymouth Solar Plant,2016,CISO,PV,c-si,single-axis,180,0,batteries,3,3.3,greenfield,non-agrivoltaic,1.890564
401601,single,60275,CA,Kings,36.217782,-119.906783,49784,20210703,4,Westside Solar Power PV1,2016,CISO,PV,c-si,single-axis,180,0,batteries,2,2.5,greenfield,non-agrivoltaic,-0.414904
401687,multi,60412,CA,Inyo,36.264822,-117.995482,51897,20220212,4,Munro Valley Solar,2016,CISO,PV,c-si,fixed-tilt,180,25,,4,6.8,greenfield,non-agrivoltaic,1.297198
401696,multi,60426,CA,Riverside,33.536297,-117.196963,91312,20210621,4,RCWD PV Project,2016,CISO,PV,c-si,single-axis,180,0,,3.9,5,greenfield,non-agrivoltaic,-0.318707
401754,single,60509,CA,San Diego,33.249653,-117.02176,57927,20210406,4,Valley Center,2016,CISO,PV,c-si,single-axis,180,0,,2.3,3,greenfield,non-agrivoltaic,-0.381576
401761,single,60516,CA,San Diego,33.269396,-117.057731,87943,20210406,4,Granger,2016,CISO,PV,c-si,single-axis,180,0,,3,3.9,greenfield,non-agrivoltaic,-0.539259
401912,single,60744,CA,Imperial,32.793358,-115.781481,91830,20210611,4,SEPV Imperial Dixieland West,2016,IID,PV,c-si,single-axis,180,0,,2.9,4,greenfield,non-agrivoltaic,-0.555961
401913,multi,60745,CA,Imperial,32.793446,-115.772764,70589,20210611,4,SEPV Imperial Dixieland East,2016,IID,PV,c-si,single-axis,180,0,,1.9,2.7,greenfield,non-agrivoltaic,-0.668438
401948,single,60791,CA,Riverside,33.557208,-116.642211,60787,20210322,4,SunAnza,2020,CISO,PV,c-si,fixed-tilt,180,27,,3.4,4.6,greenfield,non-agrivoltaic,0.124459
402088,single,60995,CA,San Diego,33.019293,-116.860202,50130,20210613,4,Ramona Solar Energy,2017,CISO,PV,c-si,fixed-tilt,180,20,,3.7,4.9,greenfield,non-agrivoltaic,0.592077
402148,single,61115,CA,San Joaquin,37.840203,-121.215228,15105,20210521,4,Manteca Land PV,2017,CISO,PV,c-si,fixed-tilt,180,20,,1,1.3,greenfield,non-agrivoltaic,0.344617
402206,single,61209,CA,Sacramento,38.436229,-121.466262,74463,20210304,4,Sacramento Regional County Sanitation PV,2017,BANC,PV,c-si,single-axis,180,0,,3.5,4.2,greenfield,non-agrivoltaic,-0.283817
402334,single,61418,CA,Imperial,33.043676,-115.627653,47624,20210117,4,Valencia 1 Solar CA,2017,IID,PV,c-si,fixed-tilt,180,20,,3,4,greenfield,non-agrivoltaic,0.300655
402336,single,61420,CA,Merced,36.989439,-120.878325,73205,20210618,4,Merced 1 PV,2018,CISO,PV,c-si,single-axis,180,0,,3,4.1,greenfield,non-agrivoltaic,-0.292229
402337,single,61421,CA,Madera,37.056276,-120.167303,41495,20210822,4,Madera 1 PV,2017,CISO,PV,c-si,single-axis,180,0,,1.5,2.1,greenfield,non-agrivoltaic,-0.40661
402482,single,61607,CA,San Luis Obispo,35.319611,-120.69101,62128,20210723,4,Stenner Creek Solar,2018,CISO,PV,c-si,single-axis,180,0,,4.5,5.6,greenfield,grazing,0.43087
402493,single,61619,CA,Solano,38.325498,-121.98267,23533,20210715,4,CDCR (CA)-Solano State Prison,2013,CISO,PV,c-si,single-axis,180,0,,1.1,1.4,greenfield,non-agrivoltaic,-0.218429
402494,multi,61620,CA,Kings,36.064473,-119.5605,46544,20210404,4,CDCR (CA)-Corcoran State Prison,2013,CISO,PV,c-si,single-axis,180,0,,5,5.9,greenfield,non-agrivoltaic,1.206788
402532,single,61683,CA,Imperial,32.790409,-115.863285,20476,20210611,4,USG 2,2015,IID,PV,c-si,fixed-tilt,180,25,,1,1.1,greenfield,non-agrivoltaic,-0.340631
402536,single,61692,CA,Imperial,32.831965,-115.506304,58947,20210624,4,IVC Solar,2016,IID,PV,c-si,single-axis,180,0,,3,3.3,greenfield,non-agrivoltaic,-0.292742
